Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
agrest3,io.agrest.cayenne.POST,NestedIT.Resource,1,0,0,0,12,0,0,0,-1.0,0,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\POST\NestedIT.java,39
agrest3,io.agrest.cayenne.POST,ParentIT,2,0,4,4,48,4,0,0,0.0,0,4,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\POST\ParentIT.java,28
agrest3,io.agrest.cayenne.POST,ParentIT.Resource,1,0,0,0,15,0,0,0,-1.0,0,3,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\POST\ParentIT.java,127
agrest3,io.agrest.cayenne.POST,ReadablePropFilterIT,2,0,3,3,20,3,0,0,0.0,0,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\POST\ReadablePropFilterIT.java,17
agrest3,io.agrest.cayenne.POST,ReadablePropFilterIT.Resource,1,0,0,0,6,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\POST\ReadablePropFilterIT.java,61
agrest3,io.agrest.cayenne.POST,RelateIT,2,0,8,8,59,8,0,0,0.0,0,3,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\POST\RelateIT.java,22
agrest3,io.agrest.cayenne.POST,RelateIT.Resource,1,0,0,0,15,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\POST\RelateIT.java,159
agrest3,io.agrest.cayenne.POST,WritablePropFilterIT,2,0,5,5,39,5,0,0,0.0,0,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\POST\WritablePropFilterIT.java,22
agrest3,io.agrest.cayenne.POST,WritablePropFilterIT.Resource,1,0,0,0,15,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\POST\WritablePropFilterIT.java,93
agrest3,io.agrest.cayenne.PUT,AgRequestIT,2,0,2,2,24,2,0,0,0.0,0,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\AgRequestIT.java,21
agrest3,io.agrest.cayenne.PUT,AgRequestIT.Resource,1,0,0,0,11,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\AgRequestIT.java,75
agrest3,io.agrest.cayenne.PUT,BasicIT,2,0,12,12,119,12,0,0,0.0,0,7,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\BasicIT.java,35
agrest3,io.agrest.cayenne.PUT,BasicIT.Resource,1,0,0,0,42,0,0,0,-1.0,0,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\BasicIT.java,312
agrest3,io.agrest.cayenne.PUT,ConvertersIT,2,0,1,1,21,1,0,0,0.0,0,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\ConvertersIT.java,16
agrest3,io.agrest.cayenne.PUT,ConvertersIT.Resource,1,0,0,0,6,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\ConvertersIT.java,40
agrest3,io.agrest.cayenne.PUT,CreateAuthorizerIT,2,0,4,4,34,4,0,0,0.0,0,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\CreateAuthorizerIT.java,23
agrest3,io.agrest.cayenne.PUT,CreateAuthorizerIT.Resource,1,0,0,0,9,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\CreateAuthorizerIT.java,82
agrest3,io.agrest.cayenne.PUT,DeleteAuthorizerIT,2,0,4,4,38,4,0,0,0.0,0,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\DeleteAuthorizerIT.java,22
agrest3,io.agrest.cayenne.PUT,DeleteAuthorizerIT.Resource,1,0,0,0,9,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\DeleteAuthorizerIT.java,95
agrest3,io.agrest.cayenne.PUT,EntityOverlay_PerRequestIT,2,0,6,6,63,6,0,0,0.0,0,3,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\EntityOverlay_PerRequestIT.java,30
agrest3,io.agrest.cayenne.PUT,EntityOverlay_PerRequestIT.Resource,1,0,0,0,27,0,0,0,-1.0,0,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\EntityOverlay_PerRequestIT.java,134
agrest3,io.agrest.cayenne.PUT,EntityUpdateBindingIT,2,0,2,2,24,2,0,0,0.0,0,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\EntityUpdateBindingIT.java,21
agrest3,io.agrest.cayenne.PUT,EntityUpdateBindingIT.Resource,1,0,0,0,9,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\EntityUpdateBindingIT.java,58
agrest3,io.agrest.cayenne.PUT,EntityUpdateVsStringIT,2,0,1,1,20,1,0,0,0.0,0,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\EntityUpdateVsStringIT.java,20
agrest3,io.agrest.cayenne.PUT,EntityUpdateVsStringIT.Resource,1,0,0,0,12,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\EntityUpdateVsStringIT.java,39
agrest3,io.agrest.cayenne.PUT,Include_MaxPathDepthIT,2,0,5,4,30,5,0,0,0.0,0,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\Include_MaxPathDepthIT.java,25
agrest3,io.agrest.cayenne.PUT,Include_MaxPathDepthIT.Resource,1,0,0,0,10,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\Include_MaxPathDepthIT.java,82
agrest3,io.agrest.cayenne.PUT,NaturalIdIT,2,0,7,7,54,7,0,0,0.0,0,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\NaturalIdIT.java,28
agrest3,io.agrest.cayenne.PUT,NaturalIdIT.Resource,1,0,0,0,18,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\NaturalIdIT.java,133
agrest3,io.agrest.cayenne.PUT,ObjectIncludeIT,2,0,3,3,34,3,0,0,0.0,0,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\ObjectIncludeIT.java,21
agrest3,io.agrest.cayenne.PUT,ObjectIncludeIT.Resource,1,0,0,0,12,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\ObjectIncludeIT.java,80
agrest3,io.agrest.cayenne.PUT,ParentIT,2,0,12,12,142,12,0,0,0.0,0,7,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\ParentIT.java,30
agrest3,io.agrest.cayenne.PUT,ParentIT.Resource,1,0,0,0,30,0,0,0,-1.0,0,6,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\ParentIT.java,328
agrest3,io.agrest.cayenne.PUT,Parent_MapperIT,2,0,3,3,36,3,0,0,0.0,0,5,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\Parent_MapperIT.java,22
agrest3,io.agrest.cayenne.PUT,Parent_MapperIT.Resource,1,0,0,0,12,0,0,0,-1.0,0,3,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\Parent_MapperIT.java,106
agrest3,io.agrest.cayenne.PUT,ReadFilter_OverlayIT,2,0,5,3,39,5,0,0,0.6,0,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\ReadFilter_OverlayIT.java,27
agrest3,io.agrest.cayenne.PUT,ReadFilter_OverlayIT.Resource,1,0,0,0,9,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\ReadFilter_OverlayIT.java,113
agrest3,io.agrest.cayenne.PUT,RelateIT,2,0,8,8,67,8,0,0,0.0,0,5,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\RelateIT.java,22
agrest3,io.agrest.cayenne.PUT,RelateIT.Resource,1,0,0,0,15,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\RelateIT.java,172
agrest3,io.agrest.cayenne.PUT,StagesIT,10,8,2,2,128,2,0,0,0.0,0,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\StagesIT.java,24
agrest3,io.agrest.cayenne.PUT,StagesIT.Resource,9,8,0,0,102,0,0,0,-1.0,0,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\StagesIT.java,67
agrest3,io.agrest.cayenne.PUT,UpdateAuthorizerIT,2,0,4,4,40,4,0,0,0.0,0,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\UpdateAuthorizerIT.java,22
agrest3,io.agrest.cayenne.PUT,UpdateAuthorizerIT.Resource,1,0,0,0,9,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\PUT\UpdateAuthorizerIT.java,99
agrest3,io.agrest.cayenne.unit,AgCayenneTester,13,0,15,9,138,16,0,0,0.0,0,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\unit\AgCayenneTester.java,42
agrest3,io.agrest.cayenne.unit,AgCayenneTester.Builder,1,0,0,0,38,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\unit\AgCayenneTester.java,162
agrest3,io.agrest.cayenne.unit,AgCayenneTester.AgModule,2,0,0,0,20,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\unit\AgCayenneTester.java,214
agrest3,io.agrest.cayenne.unit,NoDbTest,4,0,9,1,48,9,0,0,0.2222222222222222,0,14,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\unit\NoDbTest.java,33
agrest3,io.agrest.cayenne.unit.inheritance,InheritanceDbTest,1,0,1,0,14,1,0,0,0.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\unit\inheritance\InheritanceDbTest.java,9
agrest3,io.agrest.cayenne.unit.inheritance,InheritanceDbTest.Builder,0,0,0,0,5,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\unit\inheritance\InheritanceDbTest.java,25
agrest3,io.agrest.cayenne.unit.inheritance,InheritanceModelTester,0,0,3,3,11,3,0,0,-1.0,11,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\unit\inheritance\InheritanceModelTester.java,7
agrest3,io.agrest.cayenne.unit.inheritance,InheritanceNoDbTest,1,0,3,3,16,3,0,0,0.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\unit\inheritance\InheritanceNoDbTest.java,8
agrest3,io.agrest.cayenne.unit.main,MainDbTest,1,0,1,0,14,1,0,0,0.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\unit\main\MainDbTest.java,9
agrest3,io.agrest.cayenne.unit.main,MainDbTest.Builder,0,0,0,0,5,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\unit\main\MainDbTest.java,25
agrest3,io.agrest.cayenne.unit.main,MainModelTester,0,0,33,33,101,33,0,0,-1.0,72,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\unit\main\MainModelTester.java,6
agrest3,io.agrest.cayenne.unit.main,MainNoDbTest,1,0,3,3,16,3,0,0,0.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-cayenne\src\test\java\io\agrest\cayenne\unit\main\MainNoDbTest.java,8
agrest3,io.agrest.access,AllowAllCreateAuthorizer,1,0,4,3,17,4,0,1,1.0,1,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\access\AllowAllCreateAuthorizer.java,5
agrest3,io.agrest.access,AllowAllDeleteAuthorizer,1,0,4,3,17,4,0,1,1.0,1,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\access\AllowAllDeleteAuthorizer.java,3
agrest3,io.agrest.access,AllowAllReadFilter,1,0,4,3,17,4,0,1,1.0,1,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\access\AllowAllReadFilter.java,3
agrest3,io.agrest.access,AllowAllUpdateAuthorizer,1,0,4,3,17,4,0,1,1.0,1,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\access\AllowAllUpdateAuthorizer.java,5
agrest3,io.agrest.access,CreateAuthorizer,0,0,4,0,25,6,1,0,-1.0,11,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\access\CreateAuthorizer.java,5
agrest3,io.agrest.access,DeleteAuthorizer,0,0,4,0,25,6,1,0,-1.0,13,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\access\DeleteAuthorizer.java,3
agrest3,io.agrest.access,MultiTypeReadFilter,2,0,2,2,19,3,0,1,0.0,0,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\access\MultiTypeReadFilter.java,5
agrest3,io.agrest.access,PathChecker,3,0,6,5,56,13,0,0,0.3333333333333333,26,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\access\PathChecker.java,6
agrest3,io.agrest.access,PropertyFilter,0,0,2,0,19,2,0,0,-1.0,3,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\access\PropertyFilter.java,5
agrest3,io.agrest.access,PropertyFilteringRulesBuilder,4,0,8,8,105,9,0,0,0.0,3,3,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\access\PropertyFilteringRulesBuilder.java,14
agrest3,io.agrest.access,PropertyFilteringRulesBuilder.ExcludeBuilder,3,0,0,0,42,0,0,0,-1.0,0,3,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\access\PropertyFilteringRulesBuilder.java,103
agrest3,io.agrest.access,ReadFilter,0,0,4,0,25,6,2,0,-1.0,14,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\access\ReadFilter.java,3
agrest3,io.agrest.access,UpdateAuthorizer,0,0,4,0,25,6,1,0,-1.0,11,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\access\UpdateAuthorizer.java,5
agrest3,io.agrest.access,PathCheckerTest,0,0,2,2,19,2,0,0,-1.0,0,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\test\java\io\agrest\access\PathCheckerTest.java,8
agrest3,io.agrest.access,PropertyFilteringRulesBuilderTest,1,0,8,8,35,8,0,0,0.0,0,3,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\test\java\io\agrest\access\PropertyFilteringRulesBuilderTest.java,14
agrest3,io.agrest,AgException,2,0,16,15,99,16,0,0,0.9375,65,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\AgException.java,3
agrest3,io.agrest,AgModuleProvider,0,0,1,0,9,1,4,0,-1.0,1,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\AgModuleProvider.java,10
agrest3,io.agrest,AgRequest,0,0,8,0,22,8,1,0,-1.0,12,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\AgRequest.java,10
agrest3,io.agrest,AgRequestBuilder,0,0,25,0,85,25,1,0,-1.0,12,5,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\AgRequestBuilder.java,11
agrest3,io.agrest,AgResponse,2,0,3,2,27,4,2,0,0.0,2,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\AgResponse.java,6
agrest3,io.agrest,DataResponse,8,0,9,8,103,9,0,1,0.0,13,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\DataResponse.java,12
agrest3,io.agrest,DataResponse.Builder,5,0,0,0,41,0,0,0,-1.0,0,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\DataResponse.java,97
agrest3,io.agrest,DeleteBuilder,0,0,12,0,86,12,1,0,-1.0,4,6,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\DeleteBuilder.java,12
agrest3,io.agrest,DeleteStage,0,0,0,0,13,0,0,0,-1.0,7,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\DeleteStage.java,3
agrest3,io.agrest,EntityDelete,2,0,3,3,17,3,0,0,0.0,0,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\EntityDelete.java,6
agrest3,io.agrest,EntityUpdate,8,0,34,27,229,42,0,1,0.11764705882352941,24,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\EntityUpdate.java,15
agrest3,io.agrest,HttpStatus,40,40,2,1,55,2,0,0,1.0,28,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\HttpStatus.java,3
agrest3,io.agrest,ObjectMapper,0,0,3,0,9,3,2,0,-1.0,6,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\ObjectMapper.java,5
agrest3,io.agrest,ObjectMapperFactory,0,0,1,0,10,1,2,0,-1.0,5,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\ObjectMapperFactory.java,5
agrest3,io.agrest,PathConstants,3,0,0,0,8,0,0,0,-1.0,18,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\PathConstants.java,5
agrest3,io.agrest,RelatedResourceEntity,3,0,8,8,40,8,2,1,0.25,22,5,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\RelatedResourceEntity.java,8
agrest3,io.agrest,ResourceEntity,10,0,44,41,310,57,2,0,0.09090909090909091,44,4,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\ResourceEntity.java,15
agrest3,io.agrest,ResourceEntityProjection,4,0,11,11,67,15,0,0,0.0,3,3,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\ResourceEntityProjection.java,13
agrest3,io.agrest,RootResourceEntity,2,0,9,9,60,9,0,1,0.3333333333333333,28,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\RootResourceEntity.java,9
agrest3,io.agrest,SelectBuilder,0,0,22,0,146,22,1,0,-1.0,6,9,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\SelectBuilder.java,18
agrest3,io.agrest,SelectStage,0,0,0,0,13,0,0,0,-1.0,28,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\SelectStage.java,3
agrest3,io.agrest,SimpleResponse,1,0,5,4,31,5,0,1,0.0,15,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\SimpleResponse.java,9
agrest3,io.agrest,SizeConstraints,2,0,4,4,22,4,0,0,0.5,4,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\SizeConstraints.java,3
agrest3,io.agrest,ToManyResourceEntity,1,0,9,9,55,9,0,2,0.0,4,4,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\ToManyResourceEntity.java,12
agrest3,io.agrest,ToOneResourceEntity,1,0,6,6,37,6,0,2,0.0,3,4,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\ToOneResourceEntity.java,10
agrest3,io.agrest,UnrelateBuilder,0,0,6,0,20,6,1,0,-1.0,4,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\UnrelateBuilder.java,5
agrest3,io.agrest,UnrelateStage,0,0,0,0,4,0,0,0,-1.0,2,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\UnrelateStage.java,3
agrest3,io.agrest,UpdateBuilder,0,0,27,0,179,27,1,0,-1.0,4,15,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\UpdateBuilder.java,21
agrest3,io.agrest,UpdateStage,0,0,0,0,21,0,0,0,-1.0,16,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\UpdateStage.java,3
agrest3,io.agrest,AgExceptionTest,0,0,7,7,47,7,0,0,-1.0,0,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\test\java\io\agrest\AgExceptionTest.java,7
agrest3,io.agrest,DataResponseTest,0,0,1,1,14,1,0,0,-1.0,0,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\test\java\io\agrest\DataResponseTest.java,12
agrest3,io.agrest,DataResponseTest.Tr,0,0,0,0,2,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\test\java\io\agrest\DataResponseTest.java,28
agrest3,io.agrest,EntityUpdateTest,0,0,1,1,11,1,0,0,-1.0,0,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\test\java\io\agrest\EntityUpdateTest.java,12
agrest3,io.agrest,ResourceEntityTest,0,0,10,9,66,10,0,0,-1.0,0,4,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\test\java\io\agrest\ResourceEntityTest.java,16
agrest3,io.agrest,SimpleResponseTest,0,0,1,1,7,1,0,0,-1.0,0,1,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\test\java\io\agrest\SimpleResponseTest.java,7
agrest3,io.agrest,TestModuleProvider,1,1,3,3,24,3,0,1,1.0,1,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\test\java\io\agrest\TestModuleProvider.java,11
agrest3,io.agrest,TestModuleProvider.TestModule,0,0,0,0,5,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\test\java\io\agrest\TestModuleProvider.java,30
agrest3,io.agrest,TestModuleProvider.X,0,0,0,0,2,0,0,0,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\test\java\io\agrest\TestModuleProvider.java,38
agrest3,io.agrest,TestModuleProvider.XConverter,0,0,0,0,5,0,0,1,-1.0,0,0,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\test\java\io\agrest\TestModuleProvider.java,41
agrest3,io.agrest.compiler,AgEntityCompiler,0,0,1,0,11,1,2,0,-1.0,13,2,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\compiler\AgEntityCompiler.java,6
agrest3,io.agrest.compiler,AnnotationsAgEntityBuilder,9,0,17,4,143,32,0,0,0.0,3,14,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\compiler\AnnotationsAgEntityBuilder.java,37
agrest3,io.agrest.compiler,AnnotationsAgEntityCompiler,2,0,4,2,26,6,0,1,0.0,15,3,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\main\java\io\agrest\compiler\AnnotationsAgEntityCompiler.java,10
agrest3,io.agrest.compiler,AnnotationsAgEntityBuilderTest,1,0,4,4,39,4,0,0,0.0,0,7,C:\Users\Afi\git\csci3130\A3-agrest3\.\agrest3\agrest-engine\src\test\java\io\agrest\compiler\AnnotationsAgEntityBuilderTest.java,19
