Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
agrest3,io.agrest.runtime.protocol,UpdateRequestParserTest.O3,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.runtime.protocol,UpdateRequestParserTest.O3,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.runtime.request,DefaultRequestBuilder,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
agrest3,io.agrest.spi,AgExceptionMapper,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: CayenneRuntimeExceptionMapper; ValidationExceptionMapper; AgExceptionMappersTest.RuntimeMapper; AgExceptionMappersTest.IllegalStateMapper; AgExceptionMappersTest.IllegalArgumentMapper; AgRuntimeBuilder_ExceptionMappersIT.TestAgExceptionMapper; AgRuntimeBuilder_ExceptionMappersIT.TestExceptionMapper; AgExceptionDefaultMapper; AgRuntimeBuilder_ExceptionMappersIT.TestAgExceptionMapper; AgRuntimeBuilder_ExceptionMappersIT.TestExceptionMapper; AgRuntimeBuilder_ExceptionMappersIT.TestAgExceptionMapper; AgRuntimeBuilder_ExceptionMappersIT.TestExceptionMapper
agrest3,io.agrest.junit,AgPojoTester.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: tester
agrest3,io.agrest.junit,AgPojoTester.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.junit,AgPojoTester.AgModule,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: customizer
agrest3,io.agrest.junit,AgPojoTester.AgModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.junit.pojo,P10,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.junit.pojo,P8,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: STRING_SET; NUMBER_LIST; WILDCARD_COLLECTION; GENERIC_COLLECTION; BOOLEANS; DOUBLES; CHARACTERS; id; stringSet; numberList; wildcardCollection; booleans; doubles; characters
agrest3,io.agrest.junit.pojo,P9,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.j17.junit,AgPojoTester.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: tester
agrest3,io.agrest.j17.junit,AgPojoTester.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.j17.junit,AgPojoTester.AgModule,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: customizer; resources
agrest3,io.agrest.j17.junit,AgPojoTester.AgModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.j17.junit,AgTestJaxrsFeature,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.j17,RecordGET_IT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.j17,RecordGET_IT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2,AgJaxrs,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: EntityUpdateCollectionReader; AgJaxrs; AgJaxrsFeature; AgJaxrsFeatureBuilder; EntityUpdateReader; SimpleResponseWriter; DataResponseWriter
agrest3,io.agrest.jaxrs2,AgJaxrsFeature_FeatureProviderTest.LocalTestFeatureProvider,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2,AgJaxrsFeature_FeatureProviderTest.LocalTestFeatureProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2,AgJaxrsFeature_FeatureProviderTest.LocalTestFeature,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2,AgJaxrsFeature_FeatureProviderTest.LocalTestFeature,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2,AgJaxrsFeature_FeatureProviderTest.LocalRegisteredByFeature,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2,AgJaxrsFeature_FeatureProviderTest.LocalRegisteredByFeature,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2,AgRuntimeBuilder_ExceptionMappersIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.jaxrs2,AgRuntimeBuilder_ExceptionMappersIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2,AgRuntimeBuilder_ExceptionMappersIT.TestAgExceptionMapper,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2,AgRuntimeBuilder_ExceptionMappersIT.TestAgExceptionMapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2,AgRuntimeBuilder_ExceptionMappersIT.TestExceptionMapper,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2,AgRuntimeBuilder_ExceptionMappersIT.TestExceptionMapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2,AgRuntimeBuilder_ExceptionMappersIT.TestException,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2,AgRuntimeBuilder_ExceptionMappersIT.TestException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2,TestFeatureProvider.TestFeature,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2,TestFeatureProvider.TestFeature,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2,TestFeatureProvider.RegisteredByFeature,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2,TestFeatureProvider.RegisteredByFeature,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.provider,DataResponseWriter,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: EntityUpdateCollectionReader; AgJaxrs; AgJaxrsFeature; AgJaxrsFeatureBuilder; EntityUpdateReader; SimpleResponseWriter; DataResponseWriter
agrest3,io.agrest.jaxrs2.provider,JaxrsAgExceptionMapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.provider,ResponseStatusDynamicFeature,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.provider,JaxrsAgExceptionMapperIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.provider,JaxrsAgExceptionMapperIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.GET,BasicIT,Feature Envy,The tool detected a instance of this smell because byId is more interested in members of the type: AgPojoTester
agrest3,io.agrest.jaxrs2.GET,BasicIT,Feature Envy,The tool detected a instance of this smell because byId_MultiKey is more interested in members of the type: AgPojoTester
agrest3,io.agrest.jaxrs2.GET,BasicIT,Feature Envy,The tool detected a instance of this smell because basic is more interested in members of the type: AgPojoTester
agrest3,io.agrest.jaxrs2.GET,BasicIT,Feature Envy,The tool detected a instance of this smell because includeToOne is more interested in members of the type: AgPojoTester
agrest3,io.agrest.jaxrs2.GET,BasicIT,Feature Envy,The tool detected a instance of this smell because noId is more interested in members of the type: AgPojoTester
agrest3,io.agrest.jaxrs2.GET,BasicIT,Feature Envy,The tool detected a instance of this smell because withTime is more interested in members of the type: AgPojoTester
agrest3,io.agrest.jaxrs2.GET,BasicIT,Feature Envy,The tool detected a instance of this smell because mapBy is more interested in members of the type: AgPojoTester
agrest3,io.agrest.jaxrs2.GET,BasicIT,Feature Envy,The tool detected a instance of this smell because collectionAttributes is more interested in members of the type: AgPojoTester
agrest3,io.agrest.jaxrs2.GET,BasicIT,Feature Envy,The tool detected a instance of this smell because getEmpty is more interested in members of the type: AgPojoTester
agrest3,io.agrest.jaxrs2.GET,BasicIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.jaxrs2.GET,BasicIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.GET,ConditionalRequestIT,Feature Envy,The tool detected a instance of this smell because noRequestEtag is more interested in members of the type: AgPojoTester
agrest3,io.agrest.jaxrs2.GET,ConditionalRequestIT,Feature Envy,The tool detected a instance of this smell because eTag is more interested in members of the type: AgPojoTester
agrest3,io.agrest.jaxrs2.GET,ConditionalRequestIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.jaxrs2.GET,ConditionalRequestIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.GET,DataResponseIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.GET,DataResponseIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.GET,DataResponseIT.X,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: a; b; c; d
agrest3,io.agrest.jaxrs2.GET,DataResponseIT.X,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.GET,DataResponseIT.Y,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: a
agrest3,io.agrest.jaxrs2.GET,DataResponseIT.Y,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.GET,DataResponseWrappedInJaxRsIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.GET,DataResponseWrappedInJaxRsIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.GET,DataResponseWrappedInJaxRsIT.X,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: a
agrest3,io.agrest.jaxrs2.GET,DataResponseWrappedInJaxRsIT.X,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.GET,ExceptionIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.jaxrs2.GET,ExceptionIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.GET,SimpleResponseIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.GET,SimpleResponseIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.GET,SimpleResponseWrappedInJaxRsIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.GET,SimpleResponseWrappedInJaxRsIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.junit,AgPojoTester.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: tester
agrest3,io.agrest.jaxrs2.junit,AgPojoTester.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.junit,AgPojoTester.AgModule,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: pojoStore; customizer; resources
agrest3,io.agrest.jaxrs2.junit,AgPojoTester.AgModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.junit,AgTestJaxrsFeature,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.junit,PojoOverlay,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.junit,PojoOverlay,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AgEntityOverlay
agrest3,io.agrest.jaxrs2.junit,PojoRootDataResolver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.junit,PojoRootDataResolver,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseRootDataResolver
agrest3,io.agrest.jaxrs2.junit,PojoTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.junit.pojo,P2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.junit.pojo,P7,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.junit.pojo,P8,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: STRING_SET; NUMBER_LIST; WILDCARD_COLLECTION; GENERIC_COLLECTION; BOOLEANS; DOUBLES; CHARACTERS; id; stringSet; numberList; wildcardCollection; booleans; doubles; characters
agrest3,io.agrest.jaxrs2.openapi,AgSwaggerDefaultsModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,AgSwaggerDefaultsModuleProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,AgSwaggerDefaultsModuleProvider,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AgModuleProvider
agrest3,io.agrest.jaxrs2.openapi,AgSwaggerModule.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: entityPackages
agrest3,io.agrest.jaxrs2.openapi,AgSwaggerModule.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,AgSwaggerModuleInstaller,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,TypeWrapper.JacksonTypeWrapper,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: type
agrest3,io.agrest.jaxrs2.openapi,TypeWrapper.JacksonTypeWrapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,TypeWrapper.ParameterizedTypeWrapper,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: type
agrest3,io.agrest.jaxrs2.openapi,TypeWrapper.ParameterizedTypeWrapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,TypeWrapper.ClassTypeWrapper,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: type
agrest3,io.agrest.jaxrs2.openapi,TypeWrapper.ClassTypeWrapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,EntityTest.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.jaxrs2.openapi,EntityTest.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,EntityTest.P3,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.openapi,EntityTest.P3,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,EntityTest.P4,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.openapi,EntityTest.P4,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,EntityTest.P5,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.openapi,EntityTest.P5,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,EntityTest.P6,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.openapi,EntityTest.P6,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,EntityTest.P8,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.openapi,EntityTest.P8,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,EntityUpdateTest.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.jaxrs2.openapi,EntityUpdateTest.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,EntityUpdateTest.P4,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.openapi,EntityUpdateTest.P4,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,EntityUpdateTest.P5,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.openapi,EntityUpdateTest.P5,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,EntityUpdateTest.P6,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.openapi,EntityUpdateTest.P6,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,EntityUpdateTest.P7,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.openapi,EntityUpdateTest.P7,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,EntityUpdateTest.P8,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.openapi,EntityUpdateTest.P8,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,Entity_NoPropertyConflictsTest.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.jaxrs2.openapi,Entity_NoPropertyConflictsTest.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,Entity_NoPropertyConflictsTest.P8,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.openapi,Entity_NoPropertyConflictsTest.P8,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,Entity_NoPropertyConflictsTest.P7,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.jaxrs2.openapi,Entity_NoPropertyConflictsTest.P7,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,Entity_RelationshipsReachabilityTest.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.jaxrs2.openapi,Entity_RelationshipsReachabilityTest.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.jaxrs2.openapi,Entity_RelationshipsReachabilityTest.P9,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
