Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
agrest3,io.agrest.cayenne.GET,SortIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.GET,Sort_MaxPathDepthIT,Feature Envy,The tool detected a instance of this smell because insertTestData is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.GET,Sort_MaxPathDepthIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.GET,Sort_MaxPathDepthIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.GET,StagesIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.GET,StagesIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.GET,StagesIT.NoIdEncoder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.cayenne.GET,StagesIT.NoIdEncoder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.pojo.model,PX1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.pojo.runtime,PX1RootResolver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.POST,AgRequestIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.POST,AgRequestIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.POST,BasicIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.POST,BasicIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.POST,ConvertersIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.POST,ConvertersIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.POST,NaturalIdIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.POST,NaturalIdIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.POST,NestedIT,Feature Envy,The tool detected a instance of this smell because toOne_AsNewObject is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.POST,NestedIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.POST,NestedIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.POST,ParentIT,Feature Envy,The tool detected a instance of this smell because relate_ToMany_New is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.POST,ParentIT,Feature Envy,The tool detected a instance of this smell because relate_ToMany_New_CompoundId is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.POST,ParentIT,Feature Envy,The tool detected a instance of this smell because relate_ToMany_MixedCollection is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.POST,ParentIT,Feature Envy,The tool detected a instance of this smell because toManyJoin is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.POST,ParentIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.POST,ParentIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.POST,ReadablePropFilterIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.POST,ReadablePropFilterIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.POST,RelateIT,Feature Envy,The tool detected a instance of this smell because toOne is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.POST,RelateIT,Feature Envy,The tool detected a instance of this smell because toOne_CompoundId is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.POST,RelateIT,Feature Envy,The tool detected a instance of this smell because toMany_OverMultiKeyRelationship is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.POST,RelateIT,Feature Envy,The tool detected a instance of this smell because toMany_AsNewObjects is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.POST,RelateIT,Feature Envy,The tool detected a instance of this smell because toOne_AsNewObject is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.POST,RelateIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.POST,RelateIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.POST,WritablePropFilterIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.POST,WritablePropFilterIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,AgRequestIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.PUT,AgRequestIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,BasicIT,Feature Envy,The tool detected a instance of this smell because bulk_ResponseToOneRelationshipFilter is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,BasicIT,Feature Envy,The tool detected a instance of this smell because bulk_ResponseToManyRelationshipFilter is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,BasicIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.PUT,BasicIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,ConvertersIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.PUT,ConvertersIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,CreateAuthorizerIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.PUT,CreateAuthorizerIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,DeleteAuthorizerIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.PUT,DeleteAuthorizerIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,EntityOverlay_PerRequestIT,Feature Envy,The tool detected a instance of this smell because requestOverlaidProperties_ConstrainedEntity is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,EntityOverlay_PerRequestIT,Feature Envy,The tool detected a instance of this smell because overlaidRelatedExclude is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,EntityOverlay_PerRequestIT,Feature Envy,The tool detected a instance of this smell because writablePropFilter_ToManyBlocked is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,EntityOverlay_PerRequestIT,Feature Envy,The tool detected a instance of this smell because writablePropFilter_ToOneBlocked is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,EntityOverlay_PerRequestIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.PUT,EntityOverlay_PerRequestIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,EntityUpdateBindingIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.PUT,EntityUpdateBindingIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,EntityUpdateVsStringIT,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,EntityUpdateVsStringIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.PUT,EntityUpdateVsStringIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,Include_MaxPathDepthIT,Feature Envy,The tool detected a instance of this smell because insertTestData is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,Include_MaxPathDepthIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.PUT,Include_MaxPathDepthIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,NaturalIdIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.PUT,NaturalIdIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,ObjectIncludeIT,Feature Envy,The tool detected a instance of this smell because overlap is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,ObjectIncludeIT,Feature Envy,The tool detected a instance of this smell because toOne is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,ObjectIncludeIT,Feature Envy,The tool detected a instance of this smell because toMany is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,ObjectIncludeIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.PUT,ObjectIncludeIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,ParentIT,Feature Envy,The tool detected a instance of this smell because relate_EmptyPutWithID is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,ParentIT,Feature Envy,The tool detected a instance of this smell because relate_ValidRel_ToOne_Existing is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,ParentIT,Feature Envy,The tool detected a instance of this smell because relate_ValidRel_ToOne_Existing_WithUpdate is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,ParentIT,Feature Envy,The tool detected a instance of this smell because relate_ToMany_MixedCollection is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,ParentIT,Feature Envy,The tool detected a instance of this smell because toMany_CreateUpdateDelete is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,ParentIT,Feature Envy,The tool detected a instance of this smell because relate_ValidRel_ToOne_New_AutogenId is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,ParentIT,Feature Envy,The tool detected a instance of this smell because relate_ValidRel_ToOne_New_DefaultId is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,ParentIT,Feature Envy,The tool detected a instance of this smell because relate_ValidRel_ToOne_New_PropagatedId is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,ParentIT,Feature Envy,The tool detected a instance of this smell because relate_ToMany_NoIds is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,ParentIT,Feature Envy,The tool detected a instance of this smell because toMany_Join is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,ParentIT,Feature Envy,The tool detected a instance of this smell because toMany_DifferentIdTypes is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,ParentIT,Feature Envy,The tool detected a instance of this smell because toMany_Flattened_DifferentIdTypes is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,ParentIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.PUT,ParentIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,Parent_MapperIT,Feature Envy,The tool detected a instance of this smell because relate_ToMany_MixedCollection is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,Parent_MapperIT,Feature Envy,The tool detected a instance of this smell because relate_ToMany_PropertyMapper is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,Parent_MapperIT,Feature Envy,The tool detected a instance of this smell because toMany_LongId is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,Parent_MapperIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.PUT,Parent_MapperIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,ReadFilter_OverlayIT,Feature Envy,The tool detected a instance of this smell because inStack_Related is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,ReadFilter_OverlayIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.PUT,ReadFilter_OverlayIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,RelateIT,Feature Envy,The tool detected a instance of this smell because toOne is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,RelateIT,Feature Envy,The tool detected a instance of this smell because toOne_CompoundId is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,RelateIT,Feature Envy,The tool detected a instance of this smell because toOne_ToNull is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,RelateIT,Feature Envy,The tool detected a instance of this smell because toOne_FromNull is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,RelateIT,Feature Envy,The tool detected a instance of this smell because single_ResponseToOneRelationshipFilter is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,RelateIT,Feature Envy,The tool detected a instance of this smell because toMany is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,RelateIT,Feature Envy,The tool detected a instance of this smell because toMany_UnrelateAll is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,RelateIT,Feature Envy,The tool detected a instance of this smell because toMany_UnrelateOne is more interested in members of the type: MainModelTester
agrest3,io.agrest.cayenne.PUT,RelateIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.PUT,RelateIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,StagesIT,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: tester; START_CALLED; PARSE_REQUEST_CALLED; CREATE_ENTITY_CALLED; APPLY_SERVER_PARAMS_CALLED; MAP_CHANGES_CALLED; MERGE_CHANGES_CALLED; COMMIT_CALLED; FILL_RESPONSE_CALLED; config
agrest3,io.agrest.cayenne.PUT,StagesIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.PUT,StagesIT.Resource,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: START_CALLED; PARSE_REQUEST_CALLED; CREATE_ENTITY_CALLED; APPLY_SERVER_PARAMS_CALLED; MAP_CHANGES_CALLED; MERGE_CHANGES_CALLED; COMMIT_CALLED; FILL_RESPONSE_CALLED; config
agrest3,io.agrest.cayenne.PUT,StagesIT.Resource,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: START_CALLED; PARSE_REQUEST_CALLED; CREATE_ENTITY_CALLED; APPLY_SERVER_PARAMS_CALLED; MAP_CHANGES_CALLED; MERGE_CHANGES_CALLED; COMMIT_CALLED; FILL_RESPONSE_CALLED; config
agrest3,io.agrest.cayenne.PUT,UpdateAuthorizerIT.Resource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: config
agrest3,io.agrest.cayenne.PUT,UpdateAuthorizerIT.Resource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.unit,AgCayenneTester,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.unit,AgCayenneTester.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: tester
agrest3,io.agrest.cayenne.unit,AgCayenneTester.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.unit,AgCayenneTester.AgModule,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: customizer; resources
agrest3,io.agrest.cayenne.unit,AgCayenneTester.AgModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.unit,NoDbTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.unit.inheritance,InheritanceDbTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.unit.inheritance,InheritanceDbTest.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.cayenne.unit.inheritance,InheritanceDbTest.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.unit.inheritance,InheritanceNoDbTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.unit.main,MainDbTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.unit.main,MainDbTest.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest.cayenne.unit.main,MainDbTest.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.cayenne.unit.main,MainModelTester,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 33 public methods
agrest3,io.agrest.cayenne.unit.main,MainNoDbTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.access,AllowAllCreateAuthorizer,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: RequestSchema; AgSchema; AgEntity; AgEntityOverlay; RootDataResolver; SelectContext; AgObjectId; EntityParent; RootResourceEntity; PropertyFilter; PropertyFilteringRulesBuilder; CreateAuthorizer; EntityUpdate; AllowAllCreateAuthorizer; UpdateAuthorizer; AllowAllUpdateAuthorizer; RelatedDataResolver; RelatedResourceEntity; ResourceEntity; ResourceEntityProjection; AgRelationship; AgEntityOverlayResolver; AgRelationshipOverlay; RelatedDataResolverFactory; RootDataResolverFactory; BaseRootDataResolver
agrest3,io.agrest.access,AllowAllDeleteAuthorizer,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: AllowAllDeleteAuthorizer; DeleteAuthorizer
agrest3,io.agrest.access,AllowAllReadFilter,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: AllowAllReadFilter; ReadFilter
agrest3,io.agrest.access,CreateAuthorizer,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: AllowAllCreateAuthorizer
agrest3,io.agrest.access,DeleteAuthorizer,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: AllowAllDeleteAuthorizer
agrest3,io.agrest.access,MultiTypeReadFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.access,PropertyFilteringRulesBuilder.ExcludeBuilder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: overlay; entity; accessRules
agrest3,io.agrest.access,PropertyFilteringRulesBuilder.ExcludeBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest.access,ReadFilter,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: AllowAllReadFilter
agrest3,io.agrest.access,UpdateAuthorizer,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: AllowAllUpdateAuthorizer
agrest3,io.agrest,DataResponse,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AgResponse; CollectionResponse
agrest3,io.agrest,DataResponse.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: data; status; total; encoder; headers
agrest3,io.agrest,DataResponse.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest,DataResponse.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: data; status; total; encoder; headers
agrest3,io.agrest,DeleteStage,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
agrest3,io.agrest,EntityDelete,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
agrest3,io.agrest,EntityUpdate,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UpdateRequest
agrest3,io.agrest,EntityUpdate,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: RequestSchema; AgSchema; AgEntity; AgEntityOverlay; RootDataResolver; SelectContext; AgObjectId; EntityParent; RootResourceEntity; PropertyFilter; PropertyFilteringRulesBuilder; CreateAuthorizer; EntityUpdate; AllowAllCreateAuthorizer; UpdateAuthorizer; AllowAllUpdateAuthorizer; RelatedDataResolver; RelatedResourceEntity; ResourceEntity; ResourceEntityProjection; AgRelationship; AgEntityOverlayResolver; AgRelationshipOverlay; RelatedDataResolverFactory; RootDataResolverFactory; BaseRootDataResolver
