Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
agrest,io.agrest.cayenne.cayenne.main.auto,_E13,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ID_PK_COLUMN; E1213
agrest,io.agrest.cayenne.cayenne.main.auto,_E14,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: LONG_ID_PK_COLUMN; NAME; E15
agrest,io.agrest.cayenne.cayenne.main.auto,_E15,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: LONG_ID_PK_COLUMN; NAME; E14S; E15E1; E5S
agrest,io.agrest.cayenne.cayenne.main.auto,_E15E1,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: E15_ID_PK_COLUMN; E1_ID_PK_COLUMN; E1; E15
agrest,io.agrest.cayenne.cayenne.main.auto,_E16,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ID_PK_COLUMN; C_DATE; C_TIME; C_TIMESTAMP
agrest,io.agrest.cayenne.cayenne.main.auto,_E17,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ID1_PK_COLUMN; ID2_PK_COLUMN; ID1; ID2; NAME; E18S
agrest,io.agrest.cayenne.cayenne.main.auto,_E18,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ID_PK_COLUMN; NAME; E17
agrest,io.agrest.cayenne.cayenne.main.auto,_E19,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ID_PK_COLUMN; BIG_DECIMAL; BIG_INTEGER; BOOLEAN_OBJECT; BOOLEAN_PRIMITIVE; BYTE_OBJECT; BYTE_PRIMITIVE; C_DATE; C_STRING; C_TIME; C_TIMESTAMP; CHAR_OBJECT; CHAR_PRIMITIVE; DOUBLE_OBJECT; DOUBLE_PRIMITIVE; FLOAT_OBJECT; FLOAT_PRIMITIVE; GUID; INT_OBJECT; INT_PRIMITIVE; LONG_OBJECT; LONG_PRIMITIVE; SHORT_OBJECT; SHORT_PRIMITIVE
agrest,io.agrest.cayenne.cayenne.main.auto,_E2,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ID__PK_COLUMN; ADDRESS; NAME; E3S
agrest,io.agrest.cayenne.cayenne.main.auto,_E20,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ID_PK_COLUMN; AGE; DESCRIPTION; NAME; E21
agrest,io.agrest.cayenne.cayenne.main.auto,_E21,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ID_PK_COLUMN; AGE; DESCRIPTION; NAME; E20S
agrest,io.agrest.cayenne.cayenne.main.auto,_E22,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ID_PK_COLUMN; NAME
agrest,io.agrest.cayenne.cayenne.main.auto,_E23,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ID_PK_COLUMN; EXPOSED_ID; NAME; E26S
agrest,io.agrest.cayenne.cayenne.main.auto,_E24,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: TYPE_PK_COLUMN; NAME; TYPE
agrest,io.agrest.cayenne.cayenne.main.auto,_E25,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ID_PK_COLUMN
agrest,io.agrest.cayenne.cayenne.main.auto,_E26,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ID_PK_COLUMN; E23
agrest,io.agrest.cayenne.cayenne.main.auto,_E27Nopk,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: NAME
