Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
agrest,io.agrest.cayenne.PUT,ParentIT,relate_ToMany_MixedCollection,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.cayenne.PUT,ParentIT,toMany_CreateUpdateDelete,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.cayenne.PUT,ParentIT,relate_ToMany_NoIds,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.cayenne.PUT,ParentIT,toMany_Join,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.cayenne.PUT,ParentIT,toMany_DifferentIdTypes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.cayenne.PUT,ParentIT,toMany_Flattened_DifferentIdTypes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.cayenne.PUT,Parent_MapperIT,relate_ToMany_MixedCollection,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.cayenne.PUT,Parent_MapperIT,toMany_LongId,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.cayenne.PUT,ReadFilter_OverlayIT,inStack_Related,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
agrest,io.agrest.cayenne.PUT,RelateIT,single_ResponseToOneRelationshipFilter,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
agrest,io.agrest.cayenne.PUT,StagesIT,toOne,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
agrest,io.agrest,AgExceptionTest,of,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest,AgExceptionTest,of_Exception,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest,AgExceptionTest,badRequest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest,AgExceptionTest,badRequest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.AgException.getStatus; io.agrest.AgException.badRequest
agrest,io.agrest,AgExceptionTest,badRequest_Message,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest,AgExceptionTest,badRequest_Exception,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest,AgExceptionTest,forbidden,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest,AgExceptionTest,forbidden_Exception,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest,DataResponseTest,of,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
agrest,io.agrest,DataResponseTest,of,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.DataResponse.getData; io.agrest.DataResponse.getEncoder; io.agrest.DataResponse.getTotal; io.agrest.AgResponse.getStatus
agrest,io.agrest,EntityUpdateTest,testGetToMany,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest,EntityUpdateTest,testGetToMany,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.EntityUpdate.getToMany; io.agrest.EntityUpdate.emptyToMany; io.agrest.EntityUpdate.addToMany
agrest,io.agrest,ResourceEntityTest,qualifier,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest,ResourceEntityTest,qualifier,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.protocol.Exp.simple; io.agrest.protocol.Exp.and
agrest,io.agrest,SimpleResponseTest,of,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest,SimpleResponseTest,of,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.SimpleResponse.of; io.agrest.SimpleResponse.getMessage; io.agrest.AgResponse.getStatus
agrest,io.agrest.compiler,AnnotationsAgEntityBuilderTest,build_Default,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
agrest,io.agrest.compiler,AnnotationsAgEntityBuilderTest,build_Default,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.meta.AgAttribute.getType; io.agrest.meta.AgAttribute.getName; io.agrest.compiler.AnnotationsAgEntityBuilder.build
agrest,io.agrest.compiler,AnnotationsAgEntityBuilderTest,toOneRelationship,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
agrest,io.agrest.compiler,AnnotationsAgEntityBuilderTest,toOneRelationship,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.meta.AgRelationship.isToMany; io.agrest.meta.AgEntity.getType; io.agrest.meta.AgRelationship.getTargetEntity; io.agrest.compiler.AnnotationsAgEntityBuilder.build
agrest,io.agrest.compiler,AnnotationsAgEntityBuilderTest,toManyRelationship,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
agrest,io.agrest.compiler,AnnotationsAgEntityBuilderTest,toManyRelationship,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.meta.AgRelationship.isToMany; io.agrest.meta.AgEntity.getType; io.agrest.meta.AgRelationship.getTargetEntity; io.agrest.compiler.AnnotationsAgEntityBuilder.build
agrest,io.agrest.compiler,AnnotationsAgEntityCompilerTest,compile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
agrest,io.agrest.compiler,AnnotationsAgEntityCompilerTest,compile,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.meta.AgEntity.getRelationships; io.agrest.meta.AgEntity.getIdParts; io.agrest.meta.AgEntity.getAttributes
agrest,io.agrest.compiler,AnnotationsAgEntityCompilerTest,compile_CollectionAttributes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
agrest,io.agrest.compiler,AnnotationsAgEntityCompilerTest,compile_EntityWithNoAnnotations,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.converter.jsonvalue,Base64ConverterTest,valueNonNull,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.converter.jsonvalue,EnumConverterTest,convert,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.converter.jsonvalue,FloatConverterTest,converter_PositiveInfinity,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.converter.jsonvalue,JsonValueConvertersTest,converter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
agrest,io.agrest.converter.jsonvalue,JsonValueConvertersTest,converter_Enum,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
agrest,io.agrest.converter.jsonvalue,JsonValueConvertersTest,converter_Enum,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.converter.jsonvalue.JsonValueConverters.converter; io.agrest.converter.jsonvalue.EnumConverter.getEnumType
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_SimpleProperties,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.converter.jsonvalue,JsonValueConverters_PojoTest,compiler_CollectionProperties,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
agrest,io.agrest.converter.jsonvalue,LocalDateConverterTest,java8ISODate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.converter.jsonvalue,LocalDateConverterTest,java8ISODate,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.converter.jsonvalue.AbstractConverter.value; io.agrest.converter.jsonvalue.LocalDateConverter.converter
agrest,io.agrest.converter.jsonvalue,LocalDateTimeConverterTest,java8ISOTimestamp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.converter.jsonvalue,LocalDateTimeConverterTest,java8ISOTimestamp,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.converter.jsonvalue.LocalDateTimeConverter.converter; io.agrest.converter.jsonvalue.AbstractConverter.value
agrest,io.agrest.converter.jsonvalue,LocalTimeConverterTest,convert,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.converter.jsonvalue,LocalTimeConverterTest,convert,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.converter.jsonvalue.LocalTimeConverter.converter; io.agrest.converter.jsonvalue.AbstractConverter.value
agrest,io.agrest.converter.jsonvalue,NormalizerTest,normalize_Null,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.converter.jsonvalue,NormalizerTest,normalize_NonNumber,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.converter.jsonvalue,NormalizerTest,normalize_Long,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
agrest,io.agrest.converter.jsonvalue,NormalizerTest,normalize_Int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.converter.valuestring,OffsetDateTimeConverterTest,iSOOffsetDateTimeConverter,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
agrest,io.agrest.converter.valuestring,OffsetDateTimeConverterTest,iSOOffsetDateTimeConverter_FractionalPart1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
agrest,io.agrest.converter.valuestring,OffsetDateTimeConverterTest,iSOOffsetDateTimeConverter_FractionalPart2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
agrest,io.agrest.id,MultiValueIdTest,equals,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
agrest,io.agrest.id,MultiValueIdTest,notEquals,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.id,MultiValueIdTest,_hashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
agrest,io.agrest.id,SingleValueIdTest,equals,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
agrest,io.agrest.id,SingleValueIdTest,_hashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_attribute,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_attribute,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.access.UpdateAuthorizer.allowsAllFilter; io.agrest.access.ReadFilter.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_attribute_throwingFunction,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_RootResolver,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_RootResolver,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.access.UpdateAuthorizer.allowsAllFilter; io.agrest.access.ReadFilter.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_readFilter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_readFilter,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.access.UpdateAuthorizer.allowsAllFilter; io.agrest.access.ReadFilter.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_readFilter_Additivity,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_readFilter_Additivity,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.access.UpdateAuthorizer.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_readFilter_IgnoreOverlaid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_readFilter_IgnoreOverlaid,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.access.UpdateAuthorizer.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_readFilter_IgnoreOverlaid_NoOverlayFilter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_readFilter_IgnoreOverlaid_NoOverlayFilter,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.access.UpdateAuthorizer.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_createAuthorizer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_createAuthorizer,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.access.UpdateAuthorizer.allowsAllFilter; io.agrest.access.ReadFilter.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_createAuthorizer_Additivity,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_createAuthorizer_Additivity,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.access.UpdateAuthorizer.allowsAllFilter; io.agrest.access.ReadFilter.allowsAllFilter
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_createAuthorizer_IgnoreOverlaid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_createAuthorizer_IgnoreOverlaid,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.access.UpdateAuthorizer.allowsAllFilter; io.agrest.access.ReadFilter.allowsAllFilter
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_updateAuthorizer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_updateAuthorizer,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.access.UpdateAuthorizer.allowsAllFilter; io.agrest.access.ReadFilter.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_updateAuthorizer_Additivity,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_updateAuthorizer_Additivity,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.access.ReadFilter.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_updateAuthorizer_IgnoreOverlaid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_updateAuthorizer_IgnoreOverlaid,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.access.ReadFilter.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter
agrest,io.agrest.meta,AgEntityOverlayTest,mergeResolve_updateAuthorizer_IgnoreOverlaid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.meta,AgEntityOverlayTest,mergeResolve_updateAuthorizer_IgnoreOverlaid,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.access.ReadFilter.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_deleteAuthorizer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_deleteAuthorizer,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.access.UpdateAuthorizer.allowsAllFilter; io.agrest.access.ReadFilter.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_deleteAuthorizer_Additivity,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_deleteAuthorizer_Additivity,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.UpdateAuthorizer.allowsAllFilter; io.agrest.access.ReadFilter.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_deleteAuthorizer_IgnoreOverlaid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_deleteAuthorizer_IgnoreOverlaid,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.UpdateAuthorizer.allowsAllFilter; io.agrest.access.ReadFilter.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_propFilter_MakeInaccessible,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_propFilter_MakeInaccessible,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.access.UpdateAuthorizer.allowsAllFilter; io.agrest.meta.AgAttribute.isWritable; io.agrest.access.ReadFilter.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter; io.agrest.meta.AgAttribute.isReadable
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_propFilter_MakeAccessible,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_propFilter_MakeAccessible,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.access.UpdateAuthorizer.allowsAllFilter; io.agrest.meta.AgAttribute.isWritable; io.agrest.access.ReadFilter.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter; io.agrest.meta.AgAttribute.isReadable
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_propFilter_MakeIdInAccessible,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
agrest,io.agrest.meta,AgEntityOverlayTest,resolve_propFilter_MakeIdInAccessible,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.access.DeleteAuthorizer.allowsAllFilter; io.agrest.meta.AgIdPart.getName; io.agrest.meta.AgIdPart.isWritable; io.agrest.access.UpdateAuthorizer.allowsAllFilter; io.agrest.meta.AgIdPart.isReadable; io.agrest.access.ReadFilter.allowsAllFilter; io.agrest.access.CreateAuthorizer.allowsAllFilter
agrest,io.agrest.meta,DefaultEntityTest,resolveOverlayHierarchy_NoSubclasses,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
agrest,io.agrest.meta,DefaultEntityTest,resolveOverlayHierarchy_NoSubclasses,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.meta.AgEntity.resolveOverlayHierarchy; io.agrest.meta.AgEntity.getAttributes
agrest,io.agrest.meta,DefaultEntityTest,resolveOverlayHierarchy_RootChanges,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
agrest,io.agrest.meta,DefaultEntityTest,resolveOverlayHierarchy_RootChanges,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.meta.AgEntity.resolveOverlayHierarchy; io.agrest.meta.AgEntity.getSubEntities; io.agrest.meta.AgEntity.getAttributes
agrest,io.agrest.meta,DefaultEntityTest,resolveOverlayHierarchy_ChildChanges,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
agrest,io.agrest.meta,DefaultEntityTest,resolveOverlayHierarchy_ChildChanges,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.meta.AgEntity.resolveOverlayHierarchy; io.agrest.meta.AgEntity.getSubEntities; io.agrest.meta.AgEntity.getAttributes; io.agrest.meta.AgEntity.getName
agrest,io.agrest.meta,LazySchemaTest,getAgEntity_NoRelationships,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
agrest,io.agrest.meta,LazySchemaTest,getAgEntity_NoRelationships,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.meta.AgEntity.getRelationships; io.agrest.meta.AgEntity.getAttribute; io.agrest.meta.AgEntity.getType; io.agrest.meta.AgEntity.getName
agrest,io.agrest.meta,LazySchemaTest,getAgEntity_Relationships,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
agrest,io.agrest.meta,LazySchemaTest,getAgEntity_Relationships,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.meta.AgEntity.getRelationships; io.agrest.meta.AgEntity.getAttribute; io.agrest.meta.AgEntity.getRelationship; io.agrest.meta.AgEntity.getType; io.agrest.meta.AgEntity.getName
agrest,io.agrest.processor,ProcessorTest,andThen,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
agrest,io.agrest.processor,ProcessorTest,andThen_Stop,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
agrest,io.agrest.protocol,ControlParams_v12_Latest_Test,include_Related,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.protocol,ExpTest,equals,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
agrest,io.agrest.protocol,ExpTest,equals_PositionalInvariants,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.protocol,SortTest,equals,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
agrest,io.agrest.reflect,BeanAnalyzerTest,findGetters,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.reflect,BeanAnalyzerTest,findGetters,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.reflect.BeanAnalyzer.findGetters; io.agrest.reflect.PropertyGetter.getType; io.agrest.reflect.PropertyGetter.getName
agrest,io.agrest.resolver,ToManyFlattenedIteratorTest,iterator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
agrest,io.agrest.resolver,ToOneFlattenedIteratorTest,iterator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.runtime,AgExceptionMappersTest,toAgException_Default,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
agrest,io.agrest.runtime,AgExceptionMappersTest,toAgException,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
agrest,io.agrest.runtime,AgExceptionMappersTest,locateMapper_ExplicitlyMapped,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.runtime,AgExceptionMappersTest,locateMapper_SuperException,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
agrest,io.agrest.runtime,AgExceptionMappersTest,locateMapper_DefaultMapper,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
agrest,io.agrest.runtime,AgExceptionMappersTest,locateMapper_DefaultMapper,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.agrest.runtime.AgExceptionMappers.defaultMapper; io.agrest.runtime.AgExceptionMappers.locateMapper
agrest,io.agrest.runtime,AgRuntimeBuilder_ExceptionMappersIT,exceptionMapper_OverrideStandardMapper,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
